"notation","title","description","id","title_en","description_en"
"K 1.3","K3: prüfen die Übereinstimmung verschiedener Quellen oder Darstellungsformen im Hinblick auf deren Aussagen;","","v9b",,
"K 1.4","K4: überprüfen die Vertrauenswürdigkeit verwendeter Quellen und Medien (z. B. anhand ihrer Herkunft und Qualität);","","z6x",,
"K 2","Informationen aufbereiten","Die Lernenden …","h7h",,
"K 2.1","K5: wählen chemische Sachverhalte und Informationen sach-, adressaten- und situationsgerecht aus;","","v5p",,
"K 2.2","K6: unterscheiden zwischen Alltags- und Fachsprache;","","q9y",,
"K 2.3","K7: nutzen geeignete Darstellungsformen für chemische Sachverhalte und überführen diese ineinander;","","x2f",,
"K 2.4","K8: strukturieren und interpretieren ausgewählte Informationen und leiten Schlussfolgerungen ab.","","u5x",,
"K 3","Informationen austauschen und wissenschaftlich diskutieren","Die Lernenden …","h6r",,
"K 3.1","K9: verwenden Fachbegriffe und -sprache korrekt;","","v6d",,
"K 3.2","K10: erklären chemische Sachverhalte und argumentieren fachlich schlüssig;","","y4r",,
"K 3.3","K11: präsentieren chemische Sachverhalte sowie Lern- und Arbeitsergebnisse sach-, adressaten- und situationsgerecht unter Einsatz geeigneter analoger und digitaler Medien;","","b5g",,
"K 3.4","K12: prüfen die Urheberschaft, belegen verwendete Quellen und kennzeichnen Zitate;","","h7v",,
"K 3.5","K13: tauschen sich mit anderen konstruktiv über chemische Sachverhalte aus, vertreten, reflektieren und korrigieren gegebenenfalls den eigenen Standpunkt.","","q4v",,
"B ","Bewertungskompetenz","""""Die Bewertungskompetenz der Lernenden zeigt sich in der Kenntnis von fachlichen und überfachlichen Perspektiven und Bewertungsverfahren und in der Fähigkeit, diese zu nutzen, um Aussagen bzw. Daten anhand verschiedener Kriterien zu beurteilen, sich dazu begründet Meinungen zu bilden, Entscheidungen auch auf ethischer Grundlage zu treffen und Entscheidungsprozesse und deren Folgen zu reflektieren.\n\nIm Bereich der Bewertungskompetenz ist es wichtig, sich nicht darauf zu beschränken, Fakten zu vergleichen, sondern Sachverhalte und Informationen fachlich zu beurteilen und ggf. ethisch zu bewerten. Dabei werden drei sich überlappende Teilkompetenzbereiche unterschieden. Um mit Informationen kritisch umgehen zu können, werden Quellen hinsichtlich ihrer Qualität beurteilt. Hierfür ist Wissen über den Bewertungsprozess notwendig. Die Unterscheidung von wissenschaftlichen und nicht-wissenschaftlichen Aussagen erfordert Kenntnisse formaler und inhaltlicher Kriterien zur Prüfung der Glaubwürdigkeit und zur Beurteilung des Einflusses von Werten, Normen und Interessen. Es geht darum, sich kriteriengeleitet eigene Meinungen zu bilden, Entscheidungen zu treffen und Handlungsoptionen abzuleiten. Dazu zählt z. B. bei der Beurteilung und Bewertung von Technologien ein Abwägen von Chancen und Risiken unter Berücksichtigung von Sicherheitsmaßnahmen. Hierbei reichen die Entscheidungsfelder vom eigenen täglichen Leben bis zu gesellschaftlich oder politisch relevanten globalen Entscheidungen. Aus einer Metaperspektive heraus werden die Entscheidungsprozesse reflektiert und daraus entstehende Folgen abgeschätzt. Die Einbindung von Bewertungskompetenz in den Chemieunterricht erfordert, über die sachliche Beurteilung von naturwissenschaftlichen Aussagen hinauszugehen und fachlich relevante Handlungen und Entscheidungen aus persönlicher, gesellschaftlicher und ethischer Perspektive zu betrachten.""""","x6a",,
"B 1","Sachverhalte und Informationen multiperspektivisch beurteilen","Die Lernenden …","q7h",,
"B 1.1","B1: betrachten Aussagen, Modelle und Verfahren aus unterschiedlichen Perspektiven und beurteilen diese sachgerecht auf der Grundlage chemischer Kenntnisse;","","y7a",,
"B 1.2","B2: beurteilen die Inhalte verwendeter Quellen und Medien (z. B. anhand der fachlichen Richtigkeit und Vertrauenswürdigkeit);","","f7q",,
"B 1.3","B3: beurteilen Informationen und Daten hinsichtlich ihrer Angemessenheit, Grenzen und Tragweite;","","u5e",,
"B 1.4","B4: analysieren und beurteilen die Auswahl von Quellen und Darstellungsformen im Zusammenhang mit der Intention der Autorin/des Autors.","","q5b",,
"B 2","Kriteriengeleitet Meinungen bilden und Entscheidungen treffen","Die Lernenden …","p6t",,
"B 2.1","entwickeln anhand relevanter Bewertungskriterien Handlungsoptionen in gesellschaftlich- oder alltagsrelevanten Entscheidungssituationen mit fachlichem Bezug und wägen sie gegeneinander ab;","","p7z",,
"B 2.2","beurteilen Chancen und Risiken ausgewählter Technologien, Produkte und Verhaltensweisen fachlich und bewerten diese;","","s5t",,
"B 2.3","treffen mithilfe fachlicher Kriterien begründete Entscheidungen in Alltagssituationen;","","q2f",,
"B 2.4","beurteilen die Bedeutung fachlicher Kompetenzen in Bezug auf Alltagsituationen und Berufsfelder;","","d7c",,
"B 2.5","beurteilen Möglichkeiten und Grenzen chemischer Sichtweisen;","","r4y",,
"B 2.6","bewerten die gesellschaftliche Relevanz und ökologische Bedeutung der angewandten Chemie;","","t9b",,
"B 2.7","beurteilen grundlegende Aspekte zu Gefahren und Sicherheit in Labor und Alltag und leiten daraus begründet Handlungsoptionen ab.","","r5y",,
"B 3","Entscheidungsprozesse und Folgen reflektieren","Die Lernenden …","a6z",,
"B 3.1","beurteilen und bewerten Auswirkungen chemischer Produkte, Methoden, Verfahren und Erkenntnisse in historischen und aktuellen gesellschaftlichen Zusammenhängen;","","t4y",,
"B 3.2","beurteilen und bewerten Auswirkungen chemischer Produkte, Methoden, Verfahren und Erkenntnisse sowie des eigenen Handelns im Sinne einer nachhaltigen Entwicklung aus ökologischer, ökonomischer und sozialer Perspektive;","","h2g",,
"B 3.3","reflektieren Kriterien und Strategien für Entscheidungen aus chemischer Perspektive.","","r7u",,
